station,value,pollutant,timestamp,state,city,latitude,longitude,aqi
"Samanpura, Patna - BSPCB",69.0,PM10,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,69.0
"Samanpura, Patna - BSPCB",23.0,CO,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,23.0
"Muradpur, Patna - BSPCB",71.0,PM2.5,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,71.0
"Muradpur, Patna - BSPCB",11.0,SO2,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,11.0
"Muradpur, Patna - BSPCB",44.0,CO,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,44.0
"Govt. High School Shikarpur, Patna - BSPCB",59.0,PM10,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,59.0
"IGSC Planetarium Complex, Patna - BSPCB",59.0,OZONE,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,59.0
"Pusa, Delhi - IITM",79.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,79.0
"JNU, Delhi - DPCC",1.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,1.0
"Alipur, Delhi - DPCC",10.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,10.0
"Narela, Delhi - DPCC",45.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,45.0
"Narela, Delhi - DPCC",10.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,10.0
"Talkatora Garden, Delhi - DPCC",2.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"Talkatora Garden, Delhi - DPCC",12.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,12.0
"Commonwealth Sports Complex, Delhi - DPCC",20.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,20.0
"Chandni Chowk, Delhi - IITM",25.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,25.0
"Sirifort, Delhi - CPCB",9.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,9.0
"Sirifort, Delhi - CPCB",8.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,8.0
"DTU, Delhi - CPCB",35.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,35.0
"Dr. Karni Singh Shooting Range, Delhi - DPCC",9.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,9.0
"Dr. Karni Singh Shooting Range, Delhi - DPCC",4.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
"Ashok Vihar, Delhi - DPCC",11.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,11.0
"Ashok Vihar, Delhi - DPCC",35.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,35.0
"R K Puram, Delhi - DPCC",5.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"Dwarka-Sector 8, Delhi - DPCC ",6.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,6.0
"IGI Airport (T3), Delhi - IITM",92.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,92.0
"Burari Crossing, Delhi - IITM",38.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,38.0
"Pusa, Delhi - DPCC",55.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,55.0
"Patparganj, Delhi - DPCC",103.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,103.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",16.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,16.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",62.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,62.0
"Mandir Marg, Delhi - DPCC",88.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,88.0
"NSIT Dwarka, Delhi - CPCB",19.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,19.0
"NSIT Dwarka, Delhi - CPCB",11.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,11.0
"Okhla Phase-2, Delhi - DPCC",105.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,105.0
"Okhla Phase-2, Delhi - DPCC",1.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,1.0
"Okhla Phase-2, Delhi - DPCC",4.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
"Okhla Phase-2, Delhi - DPCC",34.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,34.0
"Rohini, Delhi - DPCC",40.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,40.0
"Vivek Vihar, Delhi - DPCC",38.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,38.0
"IIT Delhi, Delhi - IITM",141.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,141.0
"IIT Delhi, Delhi - IITM",27.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,27.0
"IIT Delhi, Delhi - IITM",21.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,21.0
"CRRI Mathura Road, Delhi - IITM",47.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,47.0
"IMD Lodhi Road, Delhi - IITM",50.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,50.0
"IMD Lodhi Road, Delhi - IITM",7.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,7.0
"Cantonment Area, Delhi - DPCC",69.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,69.0
"Cantonment Area, Delhi - DPCC",1.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,1.0
"NSUT Jaffarpur, Delhi - DPCC",48.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,48.0
"NSUT Jaffarpur, Delhi - DPCC",0.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,0.0
"Bawana, Delhi - DPCC",33.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,33.0
"Bawana, Delhi - DPCC",39.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,39.0
"Narela, Delhi - DPCC",10.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,10.0
"Talkatora Garden, Delhi - DPCC",2.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"Talkatora Garden, Delhi - DPCC",12.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,12.0
"Commonwealth Sports Complex, Delhi - DPCC",20.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,20.0
"Cantonment Area, Delhi - DPCC",69.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,69.0
"Cantonment Area, Delhi - DPCC",1.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,1.0
"NSUT Jaffarpur, Delhi - DPCC",48.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,48.0
"Ashok Vihar, Delhi - DPCC",11.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,11.0
"Ashok Vihar, Delhi - DPCC",35.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,35.0
"R K Puram, Delhi - DPCC",5.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"Dwarka-Sector 8, Delhi - DPCC ",6.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,6.0
"IGI Airport (T3), Delhi - IITM",92.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,92.0
"Burari Crossing, Delhi - IITM",38.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,38.0
"IIT Delhi, Delhi - IITM",141.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,141.0
"IIT Delhi, Delhi - IITM",27.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,27.0
"IIT Delhi, Delhi - IITM",21.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,21.0
"City Railway Station, Bengaluru - KSPCB",9.0,SO2,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,9.0
"Jigani, Bengaluru - KSPCB",33.0,PM2.5,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,33.0
"Jigani, Bengaluru - KSPCB",3.0,NH3,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,3.0
"Jigani, Bengaluru - KSPCB",21.0,SO2,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,21.0
"BTM Layout, Bengaluru - CPCB",19.0,SO2,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,19.0
"Silk Board, Bengaluru - KSPCB",3.0,NH3,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,3.0
"Jayanagar 5th Block, Bengaluru - KSPCB",12.0,SO2,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,12.0
"Jayanagar 5th Block, Bengaluru - KSPCB",2.0,CO,29-06-2026 02:00:00,Karnataka,Bengaluru,12.9716,77.5946,2.0
"Malad West, Mumbai - IITM",2.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,2.0
"Mazgaon, Mumbai - IITM",32.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,32.0
"Powai, Mumbai - MPCB",19.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,19.0
"Chakala-Andheri East, Mumbai - IITM",7.0,PM2.5,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Chakala-Andheri East, Mumbai - IITM",14.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,14.0
"Chakala-Andheri East, Mumbai - IITM",7.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Chakala-Andheri East, Mumbai - IITM",12.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,12.0
"Kandivali West, Mumbai - BMC",0.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,0.0
"Kandivali West, Mumbai - BMC",1.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,1.0
"Kandivali West, Mumbai - BMC",1.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,1.0
"Bandra Kurla Complex, Mumbai - MPCB",14.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,14.0
"Bandra Kurla Complex, Mumbai - MPCB",25.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,25.0
"Navy Nagar-Colaba, Mumbai - IITM",13.0,PM10,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,13.0
"Navy Nagar-Colaba, Mumbai - IITM",8.0,CO,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,8.0
"Mulund West, Mumbai - MPCB",4.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,4.0
"Khindipada-Bhandup West, Mumbai - IITM",11.0,OZONE,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,11.0
"Byculla, Mumbai - BMC",5.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,5.0
"Borivali East, Mumbai - IITM",14.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,14.0
"Deonar, Mumbai - IITM",7.0,SO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,7.0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",0.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,0.0
"Sion, Mumbai - MPCB",6.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,6.0
"Siddharth Nagar-Worli, Mumbai - IITM",3.0,NO2,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,3.0
"Malad West, Mumbai - IITM",2.0,NH3,29-06-2026 02:00:00,Maharashtra,Mumbai,19.076,72.8777,2.0
"RIICO Sitapura, Jaipur - RSPCB",18.0,OZONE,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,18.0
"Mansarovar Sector-12, Jaipur - RSPCB",0.0,SO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,0.0
"Shastri Nagar, Jaipur - RSPCB",56.0,PM2.5,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,56.0
"Shastri Nagar, Jaipur - RSPCB",27.0,NO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,27.0
"Sector-2 Murlipura, Jaipur - RSPCB",28.0,PM2.5,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,28.0
"Sector-2 Murlipura, Jaipur - RSPCB",1.0,NH3,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,1.0
"Police Commissionerate, Jaipur - RSPCB",12.0,NO2,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,12.0
"RIICO Sitapura, Jaipur - RSPCB",38.0,PM10,29-06-2026 02:00:00,Rajasthan,Jaipur,26.9124,75.7873,38.0
"Kodungaiyur, Chennai - TNPCB",11.0,NO2,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,11.0
"Kodungaiyur, Chennai - TNPCB",27.0,CO,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,27.0
"Kodungaiyur, Chennai - TNPCB",25.0,OZONE,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,25.0
"Velachery Res. Area, Chennai - CPCB",2.0,NH3,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,2.0
"Velachery Res. Area, Chennai - CPCB",5.0,SO2,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,5.0
"Perungudi, Chennai - TNPCB",2.0,NO2,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,2.0
"Ramachandrapuram, Hyderabad - TSPCB",14.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,14.0
"Ramachandrapuram, Hyderabad - TSPCB",6.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,6.0
"Ramachandrapuram, Hyderabad - TSPCB",20.0,OZONE,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,20.0
"Kompally Municipal Office, Hyderabad - TSPCB",34.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,34.0
"Central University, Hyderabad - TSPCB",3.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,3.0
"Central University, Hyderabad - TSPCB",1.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,1.0
"IDA Pashamylaram, Hyderabad - TSPCB",1.0,SO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,1.0
"Zoo Park, Hyderabad - TSPCB",2.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,2.0
"ECIL Kapra, Hyderabad - TSPCB",17.0,OZONE,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,17.0
"IITH Kandi, Hyderabad - TSPCB",10.0,NO2,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,10.0
"Somajiguda, Hyderabad - TSPCB",58.0,PM10,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,58.0
"Somajiguda, Hyderabad - TSPCB",3.0,NH3,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,3.0
"Somajiguda, Hyderabad - TSPCB",32.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,32.0
"ICRISAT Patancheru, Hyderabad - TSPCB",7.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,7.0
"ICRISAT Patancheru, Hyderabad - TSPCB",9.0,PM10,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,9.0
"Kokapet, Hyderabad - TSPCB",43.0,PM2.5,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,43.0
"Kokapet, Hyderabad - TSPCB",20.0,CO,29-06-2026 02:00:00,Telangana,Hyderabad,17.385,78.4867,20.0
"Kendriya Vidyalaya, Lucknow - CPCB",33.0,OZONE,29-06-2026 02:00:00,Uttar Pradesh,Lucknow,26.8467,80.9462,33.0
"Perungudi, Chennai - TNPCB",2.0,NO2,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,2.0
"Manali Village, Chennai - TNPCB",12.0,SO2,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,12.0
"Manali Village, Chennai - TNPCB",18.0,OZONE,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,18.0
"Royapuram, Chennai - TNPCB",49.0,CO,29-06-2026 02:00:00,Tamil Nadu,Chennai,13.0827,80.2707,49.0
"Jadavpur, Kolkata - WBPCB",14.0,NO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,14.0
"Fort William, Kolkata - WBPCB",11.0,PM2.5,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,11.0
"Fort William, Kolkata - WBPCB",16.0,NO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,16.0
"Fort William, Kolkata - WBPCB",9.0,NH3,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,9.0
"Rabindra Bharati University, Kolkata - WBPCB",4.0,SO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,4.0
"Ballygunge, Kolkata - WBPCB",25.0,PM10,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,25.0
"Rabindra Sarobar, Kolkata - WBPCB",11.0,NO2,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,11.0
"Bidhannagar, Kolkata - WBPCB",5.0,NH3,29-06-2026 02:00:00,West Bengal,Kolkata,22.5726,88.3639,5.0
"Muradpur, Patna - BSPCB",3.0,NO2,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,3.0
"Muradpur, Patna - BSPCB",4.0,OZONE,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,4.0
"DRM Office Danapur, Patna - BSPCB",9.0,NH3,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,9.0
"DRM Office Danapur, Patna - BSPCB",34.0,CO,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,34.0
"Rajbansi Nagar, Patna - BSPCB",2.0,SO2,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,2.0
"Rajbansi Nagar, Patna - BSPCB",27.0,OZONE,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,27.0
"Govt. High School Shikarpur, Patna - BSPCB",26.0,OZONE,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,26.0
"IGSC Planetarium Complex, Patna - BSPCB",25.0,CO,29-06-2026 02:00:00,Bihar,Patna,25.5941,85.1376,25.0
"Sirifort, Delhi - CPCB",10.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,10.0
"DTU, Delhi - CPCB",58.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,58.0
"DTU, Delhi - CPCB",23.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,23.0
"DTU, Delhi - CPCB",27.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,27.0
"Dr. Karni Singh Shooting Range, Delhi - DPCC",99.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,99.0
"Anand Vihar, Delhi - DPCC",112.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,112.0
"Anand Vihar, Delhi - DPCC",7.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,7.0
"Anand Vihar, Delhi - DPCC",2.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"R K Puram, Delhi - DPCC",12.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,12.0
"R K Puram, Delhi - DPCC",5.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"Dwarka-Sector 8, Delhi - DPCC ",30.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,30.0
"ITO, Delhi - CPCB",26.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,26.0
"ITO, Delhi - CPCB",2.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"IGI Airport (T3), Delhi - IITM",15.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,15.0
"Burari Crossing, Delhi - IITM",85.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,85.0
"Jahangirpuri, Delhi - DPCC",45.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,45.0
"IHBAS, Dilshad Garden, Delhi - CPCB",99.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,99.0
"IHBAS, Dilshad Garden, Delhi - CPCB",13.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,13.0
"Najafgarh, Delhi - DPCC",18.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,18.0
"Najafgarh, Delhi - DPCC",30.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,30.0
"Najafgarh, Delhi - DPCC",7.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,7.0
"Wazirpur, Delhi - DPCC",38.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,38.0
"Wazirpur, Delhi - DPCC",5.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"Shadipur, Delhi - CPCB",86.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,86.0
"Mundka, Delhi - DPCC",33.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,33.0
"Mundka, Delhi - DPCC",6.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,6.0
"Punjabi Bagh, Delhi - DPCC",32.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,32.0
"Punjabi Bagh, Delhi - DPCC",14.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,14.0
"Punjabi Bagh, Delhi - DPCC",21.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,21.0
"Chandni Chowk, Delhi - IITM",60.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,60.0
"Patparganj, Delhi - DPCC",2.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"Patparganj, Delhi - DPCC",3.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,3.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",45.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,45.0
"Jawaharlal Nehru Stadium, Delhi - DPCC",107.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,107.0
"Mandir Marg, Delhi - DPCC",5.0,NH3,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,5.0
"Mandir Marg, Delhi - DPCC",8.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,8.0
"NSIT Dwarka, Delhi - CPCB",50.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,50.0
"Okhla Phase-2, Delhi - DPCC",4.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
"Rohini, Delhi - DPCC",8.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,8.0
"Rohini, Delhi - DPCC",4.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
"Vivek Vihar, Delhi - DPCC",22.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,22.0
"Vivek Vihar, Delhi - DPCC",9.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,9.0
"Vivek Vihar, Delhi - DPCC",28.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,28.0
"Pusa, Delhi - IITM",30.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,30.0
"Pusa, Delhi - IITM",13.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,13.0
"IGNOU_Maidan Garhi, Delhi - DPCC",11.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,11.0
"IGNOU_Maidan Garhi, Delhi - DPCC",3.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,3.0
"JNU, Delhi - DPCC",93.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,93.0
"JNU, Delhi - DPCC",28.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,28.0
"JNU, Delhi - DPCC",6.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,6.0
"Alipur, Delhi - DPCC",45.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,45.0
"Alipur, Delhi - DPCC",7.0,SO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,7.0
"Alipur, Delhi - DPCC",3.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,3.0
"Narela, Delhi - DPCC",83.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,83.0
"Narela, Delhi - DPCC",2.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,2.0
"Talkatora Garden, Delhi - DPCC",58.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,58.0
"Aya Nagar, Delhi - IITM",19.0,PM2.5,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,19.0
"Aya Nagar, Delhi - IITM",69.0,PM10,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,69.0
"Aya Nagar, Delhi - IITM",18.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,18.0
"CRRI Mathura Road, Delhi - IITM",17.0,NO2,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,17.0
"IMD Lodhi Road, Delhi - IITM",27.0,CO,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,27.0
"IMD Lodhi Road, Delhi - IITM",4.0,OZONE,29-06-2026 02:00:00,Delhi,Delhi,28.6139,77.209,4.0
